codice_proiezione,data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
PRO002191,2020-06-16 10:00:00,Billy Elliot,Drama,Stephen Daldry,2000,110,16,7.50
PRO002192,2020-06-16 12:30:00,Charade,Comedy,Stanley Donen,1963,113,0,7.50
PRO002193,2020-06-16 15:00:00,Ed Wood,Biography,Tim Burton,1994,127,0,7.00
PRO002194,2020-06-17 10:30:00,Life of Brian,Comedy,Terry Jones,1979,94,16,7.50
PRO002195,2020-06-17 13:00:00,Bride of Frankenstein,Drama,James Whale,1935,75,12,8.50
PRO002196,2020-06-17 15:00:00,Titanic,Drama,James Cameron,1997,194,12,8.00
PRO002197,2020-06-18 10:00:00,Who Framed Roger Rabbit,Animation,Robert Zemeckis,1988,104,0,8.50
PRO002198,2020-06-19 10:00:00,Andhadhun,Crime,Sriram Raghavan,2018,139,12,7.00
PRO002199,2020-06-20 10:00:00,Dil Bechara,Comedy,Mukesh Chhabra,2020,101,12,6.50
PRO002200,2020-06-20 12:30:00,The Matrix,Action,Lana Wachowski,1999,136,12,7.00
PRO002201,2020-06-20 15:30:00,Green Book,Biography,Peter Farrelly,2018,130,12,7.00
PRO002202,2020-06-21 10:00:00,Inherit the Wind,Biography,Stanley Kramer,1960,128,12,8.00
PRO002203,2020-06-21 13:00:00,October Sky,Biography,Joe Johnston,1999,108,6,6.50
PRO002204,2020-06-21 15:30:00,The Thin Red Line,Drama,Terrence Malick,1998,170,12,8.00
PRO002205,2020-06-22 10:30:00,Hera Pheri,Action,Priyadarshan,2000,156,0,7.50
PRO002206,2020-06-22 14:00:00,Green Book,Biography,Peter Farrelly,2018,130,12,7.50
PRO002207,2020-06-23 10:30:00,Ferris Bueller's Day Off,Comedy,John Hughes,1986,103,0,6.50
PRO002208,2020-06-23 13:00:00,Gladiator,Action,Ridley Scott,2000,155,12,8.50
PRO002209,2020-06-23 16:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,6.50
PRO002210,2020-06-24 10:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,7.00
PRO002211,2020-06-25 10:00:00,Bride of Frankenstein,Drama,James Whale,1935,75,12,8.00
PRO002212,2020-06-26 10:30:00,The Red Shoes,Drama,Michael Powell,1948,135,12,6.50
PRO002213,2020-06-26 13:30:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,8.00
PRO002214,2020-06-27 10:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,8.00
PRO002215,2020-06-27 13:30:00,Billy Elliot,Drama,Stephen Daldry,2000,110,16,7.50
PRO002216,2020-06-27 16:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,8.50
PRO002217,2020-06-28 10:00:00,Freaks,Drama,Tod Browning,1932,64,12,7.00
PRO002218,2020-06-28 12:00:00,Life of Brian,Comedy,Terry Jones,1979,94,16,7.50
PRO002219,2020-06-28 14:30:00,October Sky,Biography,Joe Johnston,1999,108,6,7.50
PRO002220,2020-06-28 17:00:00,October Sky,Biography,Joe Johnston,1999,108,6,8.00
PRO002221,2020-06-29 10:30:00,Gladiator,Action,Ridley Scott,2000,155,12,6.50
PRO002222,2020-06-30 10:30:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,6.50
PRO002223,2020-06-30 13:00:00,Home Alone,Comedy,Chris Columbus,1990,103,0,8.50
PRO002224,2020-07-01 10:00:00,Ba wang bie ji,Drama,Kaige Chen,1993,171,16,6.50
PRO002225,2020-07-01 14:00:00,The Matrix,Action,Lana Wachowski,1999,136,12,7.50
PRO002226,2020-07-02 10:30:00,The Gentlemen,Action,Guy Ritchie,2019,113,12,8.00
PRO002227,2020-07-02 13:00:00,Harvey,Comedy,Henry Koster,1950,104,12,7.50
PRO002228,2020-07-03 10:30:00,Harold and Maude,Comedy,Hal Ashby,1971,91,6,7.50
PRO002229,2020-07-03 13:00:00,Arsenic and Old Lace,Comedy,Frank Capra,1942,118,12,7.00
PRO002230,2020-07-04 10:30:00,Der Name der Rose,Crime,Jean-Jacques Annaud,1986,130,16,7.00
PRO002231,2020-07-04 13:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,7.50
PRO002232,2020-07-04 16:30:00,October Sky,Biography,Joe Johnston,1999,108,6,7.50
PRO002233,2020-07-04 19:00:00,October Sky,Biography,Joe Johnston,1999,108,6,8.50
PRO002234,2020-07-05 10:30:00,Home Alone,Comedy,Chris Columbus,1990,103,0,7.50
PRO002235,2020-07-05 13:00:00,October Sky,Biography,Joe Johnston,1999,108,6,8.00
PRO002236,2020-07-05 15:30:00,Ferris Bueller's Day Off,Comedy,John Hughes,1986,103,0,7.00
PRO002237,2020-07-05 18:00:00,Home Alone,Comedy,Chris Columbus,1990,103,0,10.00
PRO002238,2020-07-06 10:00:00,Dances with Wolves,Adventure,Kevin Costner,1990,181,0,8.50
PRO002239,2020-07-06 14:00:00,Bride of Frankenstein,Drama,James Whale,1935,75,12,7.50
PRO002240,2020-07-06 16:00:00,Gladiator,Action,Ridley Scott,2000,155,12,8.00
PRO002241,2020-07-07 10:00:00,The Day the Earth Stood Still,Drama,Robert Wise,1951,92,0,8.00
PRO002242,2020-07-08 10:30:00,Harold and Maude,Comedy,Hal Ashby,1971,91,6,8.50
PRO002243,2020-07-08 13:00:00,Knives Out,Comedy,Rian Johnson,2019,130,12,8.50
PRO002244,2020-07-08 16:00:00,Vivre sa vie: Film en douze tableaux,Drama,Jean-Luc Godard,1962,80,12,8.50
PRO002245,2020-07-09 10:00:00,Harvey,Comedy,Henry Koster,1950,104,12,7.50
PRO002246,2020-07-10 10:00:00,Life of Brian,Comedy,Terry Jones,1979,94,16,8.00
PRO002247,2020-07-10 12:30:00,Charade,Comedy,Stanley Donen,1963,113,0,8.00
PRO002248,2020-07-10 15:30:00,Il postino,Biography,Michael Radford,1994,108,0,7.00
PRO002249,2020-07-11 10:30:00,Bride of Frankenstein,Drama,James Whale,1935,75,12,8.00
PRO002250,2020-07-11 12:30:00,The Naked Gun: From the Files of Police Squad!,Comedy,David Zucker,1988,85,0,7.50
PRO002251,2020-07-11 15:00:00,Harvey,Comedy,Henry Koster,1950,104,12,7.50
PRO002252,2020-07-11 17:30:00,Home Alone,Comedy,Chris Columbus,1990,103,0,8.00
PRO002253,2020-07-12 10:30:00,Spoorloos,Mystery,George Sluizer,1988,107,12,7.50
PRO002254,2020-07-12 13:00:00,Scarface: The Shame of the Nation,Action,Howard Hawks,1932,93,6,7.50
PRO002255,2020-07-12 15:30:00,The Gentlemen,Action,Guy Ritchie,2019,113,12,7.50
PRO002256,2020-07-12 18:00:00,Life of Brian,Comedy,Terry Jones,1979,94,16,9.00
PRO002257,2020-07-13 10:00:00,Vampire Hunter D: Bloodlust,Animation,Yoshiaki Kawajiri,2000,103,0,8.50
PRO002258,2020-07-13 12:30:00,Dances with Wolves,Adventure,Kevin Costner,1990,181,0,6.50
PRO002259,2020-07-14 10:30:00,Home Alone,Comedy,Chris Columbus,1990,103,0,6.50
PRO002260,2020-07-14 13:00:00,Mission: Impossible - Fallout,Action,Christopher McQuarrie,2018,147,12,8.00
PRO002261,2020-07-14 16:00:00,Il postino,Biography,Michael Radford,1994,108,0,7.00
PRO002262,2020-07-15 10:30:00,Life of Brian,Comedy,Terry Jones,1979,94,16,7.00
PRO002263,2020-07-15 13:00:00,Vampire Hunter D: Bloodlust,Animation,Yoshiaki Kawajiri,2000,103,0,6.50
PRO002264,2020-07-16 10:30:00,Tôkyô monogatari,Drama,Yasujirô Ozu,1953,136,0,7.50
PRO002265,2020-07-16 13:30:00,Deadpool 2,Action,David Leitch,2018,119,16,7.00
PRO002266,2020-07-17 10:30:00,Tôkyô monogatari,Drama,Yasujirô Ozu,1953,136,0,8.50
PRO002267,2020-07-18 10:00:00,Knives Out,Comedy,Rian Johnson,2019,130,12,6.50
PRO002268,2020-07-18 13:00:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.00
PRO002269,2020-07-18 15:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,6.50
PRO002270,2020-07-18 18:30:00,The Remains of the Day,Drama,James Ivory,1993,134,0,9.00
PRO002271,2020-07-19 10:00:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,8.50
PRO002272,2020-07-19 13:00:00,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,Stanley Kubrick,1964,95,12,6.50
PRO002273,2020-07-19 15:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,6.50
PRO002274,2020-07-20 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,6.50
PRO002275,2020-07-21 10:30:00,Mary Poppins,Comedy,Robert Stevenson,1964,139,0,8.50
PRO002276,2020-07-22 10:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,6.50
PRO002277,2020-07-22 13:00:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,6.50
PRO002278,2020-07-23 10:00:00,Vivre sa vie: Film en douze tableaux,Drama,Jean-Luc Godard,1962,80,12,7.50
PRO002279,2020-07-23 12:00:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,6.50
PRO002280,2020-07-23 16:00:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,7.50
PRO002281,2020-07-24 10:00:00,The Naked Gun: From the Files of Police Squad!,Comedy,David Zucker,1988,85,0,7.00
PRO002282,2020-07-24 12:00:00,Il postino,Biography,Michael Radford,1994,108,0,7.50
PRO002283,2020-07-24 14:30:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,8.00
PRO002284,2020-07-25 10:00:00,Star Wars,Action,George Lucas,1977,121,12,7.00
PRO002285,2020-07-25 13:00:00,Vampire Hunter D: Bloodlust,Animation,Yoshiaki Kawajiri,2000,103,0,8.00
PRO002286,2020-07-25 15:30:00,The Sound of Music,Biography,Robert Wise,1965,172,0,7.50
PRO002287,2020-07-25 19:00:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.50
PRO002288,2020-07-26 10:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,8.00
PRO002289,2020-07-26 13:00:00,Tôkyô monogatari,Drama,Yasujirô Ozu,1953,136,0,6.50
PRO002290,2020-07-26 16:00:00,Tôkyô monogatari,Drama,Yasujirô Ozu,1953,136,0,8.50
PRO002291,2020-07-26 19:00:00,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,10.00
PRO002292,2020-07-27 10:00:00,Scarface: The Shame of the Nation,Action,Howard Hawks,1932,93,6,7.00
PRO002293,2020-07-28 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO002294,2020-07-29 10:00:00,Bohemian Rhapsody,Biography,Bryan Singer,2018,134,12,7.50
PRO002295,2020-07-30 10:30:00,Citizen Kane,Drama,Orson Welles,1941,119,12,8.50
PRO002296,2020-07-30 13:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.00
PRO002297,2020-07-30 16:00:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,7.50
PRO002298,2020-07-31 10:30:00,Star Wars,Action,George Lucas,1977,121,12,6.50
PRO002299,2020-07-31 13:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.00
PRO002300,2020-08-01 10:30:00,Spoorloos,Mystery,George Sluizer,1988,107,12,8.00
PRO002301,2020-08-01 13:30:00,Mary Poppins,Comedy,Robert Stevenson,1964,139,0,7.00
PRO002302,2020-08-01 16:30:00,Deadpool 2,Action,David Leitch,2018,119,16,6.50
PRO002303,2020-08-02 10:30:00,Citizen Kane,Drama,Orson Welles,1941,119,12,8.00
PRO002304,2020-08-02 13:30:00,The Red Shoes,Drama,Michael Powell,1948,135,12,7.50
PRO002305,2020-08-02 16:30:00,Dead Man,Adventure,Jim Jarmusch,1995,121,16,8.00
PRO002306,2020-08-02 19:30:00,Home Alone,Comedy,Chris Columbus,1990,103,0,8.50
PRO002307,2020-08-03 10:30:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,8.00
PRO002308,2020-08-03 13:30:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,7.50
PRO002309,2020-08-04 10:00:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,8.00
PRO002310,2020-08-05 10:00:00,Jurassic Park,Action,Steven Spielberg,1993,127,12,7.50
PRO002311,2020-08-05 13:00:00,The Message,Biography,Moustapha Akkad,1976,177,6,8.00
PRO002312,2020-08-06 10:30:00,Love and Death,Comedy,Woody Allen,1975,85,6,8.00
PRO002313,2020-08-06 12:30:00,Spoorloos,Mystery,George Sluizer,1988,107,12,8.50
PRO002314,2020-08-07 10:30:00,Sense and Sensibility,Drama,Ang Lee,1995,136,0,7.00
PRO002315,2020-08-07 13:30:00,Scarface: The Shame of the Nation,Action,Howard Hawks,1932,93,6,7.00
PRO002316,2020-08-07 16:00:00,Love and Death,Comedy,Woody Allen,1975,85,6,7.50
PRO002317,2020-08-08 10:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,6.50
PRO002318,2020-08-08 13:00:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,7.00
PRO002319,2020-08-08 15:30:00,L.A. Confidential,Crime,Curtis Hanson,1997,138,12,8.50
PRO002320,2020-08-09 10:00:00,Nueve reinas,Crime,Fabián Bielinsky,2000,114,16,6.50
PRO002321,2020-08-09 13:00:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,7.50
PRO002322,2020-08-09 16:00:00,Tôkyô monogatari,Drama,Yasujirô Ozu,1953,136,0,7.00
PRO002323,2020-08-10 10:00:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,7.00
PRO002324,2020-08-10 13:00:00,The Message,Biography,Moustapha Akkad,1976,177,6,6.50
PRO002325,2020-08-10 16:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,8.50
PRO002326,2020-08-11 10:00:00,Bohemian Rhapsody,Biography,Bryan Singer,2018,134,12,8.50
PRO002327,2020-08-11 13:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,7.50
PRO002328,2020-08-11 16:00:00,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,8.50
PRO002329,2020-08-12 10:30:00,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,8.00
PRO002330,2020-08-12 13:30:00,Knives Out,Comedy,Rian Johnson,2019,130,12,6.50
PRO002331,2020-08-13 10:00:00,Taxi Driver,Crime,Martin Scorsese,1976,114,12,7.50
PRO002332,2020-08-13 12:30:00,Sense and Sensibility,Drama,Ang Lee,1995,136,0,8.50
PRO002333,2020-08-13 15:30:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,6.50
PRO002334,2020-08-14 10:00:00,La Strada,Drama,Federico Fellini,1954,108,12,8.50
PRO002335,2020-08-14 12:30:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,8.00
PRO002336,2020-08-15 10:00:00,Nueve reinas,Crime,Fabián Bielinsky,2000,114,16,7.00
PRO002337,2020-08-15 12:30:00,Dancer in the Dark,Crime,Lars von Trier,2000,140,0,7.50
PRO002338,2020-08-15 16:00:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,7.00
PRO002339,2020-08-16 10:30:00,Bohemian Rhapsody,Biography,Bryan Singer,2018,134,12,8.50
PRO002340,2020-08-16 13:30:00,Bohemian Rhapsody,Biography,Bryan Singer,2018,134,12,8.00
PRO002341,2020-08-16 16:30:00,Star Wars,Action,George Lucas,1977,121,12,8.50
PRO002342,2020-08-17 10:30:00,Dancer in the Dark,Crime,Lars von Trier,2000,140,0,7.00
PRO002343,2020-08-17 13:30:00,The Remains of the Day,Drama,James Ivory,1993,134,0,7.50
PRO002344,2020-08-18 10:30:00,The Ladykillers,Comedy,Alexander Mackendrick,1955,91,12,8.50
PRO002345,2020-08-19 10:00:00,Scarface: The Shame of the Nation,Action,Howard Hawks,1932,93,6,8.50
PRO002346,2020-08-19 12:30:00,Love and Death,Comedy,Woody Allen,1975,85,6,6.50
PRO002347,2020-08-20 10:00:00,Sense and Sensibility,Drama,Ang Lee,1995,136,0,8.50
PRO002348,2020-08-20 13:00:00,Mission: Impossible - Fallout,Action,Christopher McQuarrie,2018,147,12,8.50
PRO002349,2020-08-21 10:00:00,East of Eden,Drama,Elia Kazan,1955,118,0,7.50
PRO002350,2020-08-21 12:30:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,7.00
PRO002351,2020-08-21 15:30:00,L.A. Confidential,Crime,Curtis Hanson,1997,138,12,8.00
PRO002352,2020-08-22 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.00
PRO002353,2020-08-22 13:30:00,The Naked Gun: From the Files of Police Squad!,Comedy,David Zucker,1988,85,0,8.00
PRO002354,2020-08-22 15:30:00,Love and Death,Comedy,Woody Allen,1975,85,6,8.50
PRO002355,2020-08-23 10:00:00,Sense and Sensibility,Drama,Ang Lee,1995,136,0,7.00
PRO002356,2020-08-23 13:00:00,The Remains of the Day,Drama,James Ivory,1993,134,0,8.00
PRO002357,2020-08-23 16:00:00,Love and Death,Comedy,Woody Allen,1975,85,6,8.00
PRO002358,2020-08-24 10:00:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,8.00
PRO002359,2020-08-25 10:00:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,8.00
PRO002360,2020-08-25 13:00:00,East of Eden,Drama,Elia Kazan,1955,118,0,8.50
PRO002361,2020-08-26 10:00:00,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,8.00
PRO002362,2020-08-26 12:30:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,8.50
PRO002363,2020-08-26 15:30:00,Kaze no tani no Naushika,Animation,Hayao Miyazaki,1984,117,0,8.50
PRO002364,2020-08-27 10:30:00,East of Eden,Drama,Elia Kazan,1955,118,0,7.50
PRO002365,2020-08-27 13:30:00,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,7.00
PRO002366,2020-08-28 10:00:00,Magnolia,Drama,Paul Thomas Anderson,1999,188,16,8.50
PRO002367,2020-08-29 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,8.50
PRO002368,2020-08-29 13:30:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,8.50
PRO002369,2020-08-29 17:30:00,Mission: Impossible - Fallout,Action,Christopher McQuarrie,2018,147,12,8.00
PRO002370,2020-08-30 10:00:00,Gattaca,Drama,Andrew Niccol,1997,106,12,6.50
PRO002371,2020-08-30 12:30:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,8.00
PRO002372,2020-08-30 15:30:00,Der Himmel über Berlin,Drama,Wim Wenders,1987,128,0,8.00
PRO002373,2020-08-30 18:30:00,Uri: The Surgical Strike,Action,Aditya Dhar,2018,138,12,9.50
PRO002374,2020-08-31 10:00:00,Sense and Sensibility,Drama,Ang Lee,1995,136,0,7.00
PRO002375,2020-08-31 13:00:00,The Naked Gun: From the Files of Police Squad!,Comedy,David Zucker,1988,85,0,7.50
PRO002376,2020-08-31 15:30:00,"Crna macka, beli macor",Comedy,Emir Kusturica,1998,127,16,7.50
PRO002377,2020-09-01 10:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,8.00
PRO002378,2020-09-02 10:30:00,Breakfast at Tiffany's,Comedy,Blake Edwards,1961,115,12,8.00
PRO002379,2020-09-02 13:00:00,The Naked Gun: From the Files of Police Squad!,Comedy,David Zucker,1988,85,0,8.00
PRO002380,2020-09-03 10:00:00,Magnolia,Drama,Paul Thomas Anderson,1999,188,16,8.00
PRO002381,2020-09-03 14:00:00,The Graduate,Comedy,Mike Nichols,1967,106,12,8.50
PRO002382,2020-09-04 10:30:00,La Strada,Drama,Federico Fellini,1954,108,12,7.00
PRO002383,2020-09-04 13:30:00,Goodfellas,Biography,Martin Scorsese,1990,146,12,8.50
PRO002384,2020-09-05 10:30:00,The General,Action,Clyde Bruckman,1926,67,12,8.50
PRO002385,2020-09-05 12:30:00,Mission: Impossible - Fallout,Action,Christopher McQuarrie,2018,147,12,8.00
PRO002386,2020-09-05 16:00:00,Mission: Impossible - Fallout,Action,Christopher McQuarrie,2018,147,12,8.50
PRO002387,2020-09-05 19:30:00,Reservoir Dogs,Crime,Quentin Tarantino,1992,99,16,9.50
PRO002388,2020-09-06 10:00:00,Rashômon,Crime,Akira Kurosawa,1950,88,12,7.50
PRO002389,2020-09-06 12:30:00,Rashômon,Crime,Akira Kurosawa,1950,88,12,8.50
PRO002390,2020-09-06 15:00:00,Reservoir Dogs,Crime,Quentin Tarantino,1992,99,16,8.50
PRO002391,2020-09-06 17:30:00,Trois couleurs: Bleu,Drama,Krzysztof Kieslowski,1993,94,0,8.50
PRO002392,2020-09-07 10:00:00,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,8.00
PRO002393,2020-09-08 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,6.50
PRO002394,2020-09-09 10:00:00,Where Eagles Dare,Action,Brian G. Hutton,1968,158,0,8.50
PRO002395,2020-09-09 13:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,6.50
PRO002396,2020-09-09 17:30:00,The Graduate,Comedy,Mike Nichols,1967,106,12,7.00
PRO002397,2020-09-10 10:30:00,Goodfellas,Biography,Martin Scorsese,1990,146,12,8.50
PRO002398,2020-09-11 10:30:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,8.50
PRO002399,2020-09-11 13:30:00,Magnolia,Drama,Paul Thomas Anderson,1999,188,16,7.50
PRO002400,2020-09-11 17:30:00,Sabrina,Comedy,Billy Wilder,1954,113,12,7.50
PRO002401,2020-09-12 10:30:00,Blue Velvet,Drama,David Lynch,1986,120,12,7.00
PRO002402,2020-09-12 13:30:00,Shadow of a Doubt,Film-Noir,Alfred Hitchcock,1943,108,6,7.00
PRO002403,2020-09-12 16:30:00,Magnolia,Drama,Paul Thomas Anderson,1999,188,16,8.00
PRO002404,2020-09-13 10:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.50
PRO002405,2020-09-13 13:00:00,Goodfellas,Biography,Martin Scorsese,1990,146,12,8.50
PRO002406,2020-09-13 16:30:00,Reservoir Dogs,Crime,Quentin Tarantino,1992,99,16,6.50
PRO002407,2020-09-13 19:00:00,Breakfast at Tiffany's,Comedy,Blake Edwards,1961,115,12,8.50
PRO002408,2020-09-14 10:00:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,7.00
PRO002409,2020-09-14 13:00:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,8.00
PRO002410,2020-09-14 15:30:00,Gandhi,Biography,Richard Attenborough,1982,191,0,8.50
PRO002411,2020-09-15 10:30:00,Magnolia,Drama,Paul Thomas Anderson,1999,188,16,6.50
PRO002412,2020-09-15 14:30:00,The General,Action,Clyde Bruckman,1926,67,12,8.50
PRO002413,2020-09-15 16:30:00,Rashômon,Crime,Akira Kurosawa,1950,88,12,6.50
PRO002414,2020-09-16 10:00:00,The Graduate,Comedy,Mike Nichols,1967,106,12,7.00
PRO002415,2020-09-17 10:30:00,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,7.50
PRO002416,2020-09-17 12:30:00,The Graduate,Comedy,Mike Nichols,1967,106,12,7.50
PRO002417,2020-09-18 10:30:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,6.50
PRO002418,2020-09-19 10:00:00,The Last of the Mohicans,Action,Michael Mann,1992,112,12,7.50
PRO002419,2020-09-19 12:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,8.00
PRO002420,2020-09-19 15:30:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.50
PRO002421,2020-09-19 18:30:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,10.00
PRO002422,2020-09-20 10:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,8.00
PRO002423,2020-09-20 13:00:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,7.50
PRO002424,2020-09-20 15:30:00,Fargo,Crime,Joel Coen,1996,98,12,6.50
PRO002425,2020-09-21 10:30:00,Reservoir Dogs,Crime,Quentin Tarantino,1992,99,16,8.00
PRO002426,2020-09-21 13:00:00,A Few Good Men,Drama,Rob Reiner,1992,138,0,7.50
PRO002427,2020-09-22 10:30:00,2001: A Space Odyssey,Adventure,Stanley Kubrick,1968,149,0,6.50
PRO002428,2020-09-22 14:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,7.50
PRO002429,2020-09-23 10:00:00,The Last of the Mohicans,Action,Michael Mann,1992,112,12,6.50
PRO002430,2020-09-23 12:30:00,Dil Bechara,Comedy,Mukesh Chhabra,2020,101,12,7.00
PRO002431,2020-09-23 15:00:00,Dil Bechara,Comedy,Mukesh Chhabra,2020,101,12,8.00
PRO002432,2020-09-24 10:30:00,Dil Bechara,Comedy,Mukesh Chhabra,2020,101,12,8.00
PRO002433,2020-09-25 10:00:00,Midnight Cowboy,Drama,John Schlesinger,1969,113,12,7.50
PRO002434,2020-09-25 13:00:00,Trois couleurs: Bleu,Drama,Krzysztof Kieslowski,1993,94,0,8.50
PRO002435,2020-09-26 10:30:00,Trois couleurs: Bleu,Drama,Krzysztof Kieslowski,1993,94,0,6.50
PRO002436,2020-09-26 13:00:00,The Muppet Movie,Adventure,James Frawley,1979,95,0,8.50
PRO002437,2020-09-26 15:30:00,The Last of the Mohicans,Action,Michael Mann,1992,112,12,6.50
PRO002438,2020-09-27 10:00:00,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,6.50
PRO002439,2020-09-27 12:00:00,The Graduate,Comedy,Mike Nichols,1967,106,12,7.50
PRO002440,2020-09-27 14:30:00,Fargo,Crime,Joel Coen,1996,98,12,7.50
PRO002441,2020-09-28 10:00:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,6.50
PRO002442,2020-09-29 10:30:00,Uri: The Surgical Strike,Action,Aditya Dhar,2018,138,12,8.00
PRO002443,2020-09-30 10:30:00,The Graduate,Comedy,Mike Nichols,1967,106,12,8.00
PRO002444,2020-10-01 10:30:00,Reservoir Dogs,Crime,Quentin Tarantino,1992,99,16,7.50
PRO002445,2020-10-02 10:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,6.50
PRO002446,2020-10-03 10:00:00,"South Park: Bigger, Longer & Uncut",Animation,Trey Parker,1999,81,12,8.50
PRO002447,2020-10-03 12:00:00,The Muppet Movie,Adventure,James Frawley,1979,95,0,7.00
PRO002448,2020-10-03 14:30:00,The Nightmare Before Christmas,Animation,Henry Selick,1993,76,0,6.50
PRO002449,2020-10-03 16:30:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,7.50
